Date,Open,High,Low,Close
6/14/2012,79.38,79.48,79.16,79.43
6/13/2012,79.53,79.74,79.3,79.38
6/12/2012,79.31,79.69,79.17,79.53
6/11/2012,79.56,79.72,79.23,79.31
6/10/2012,79.62,79.71,79.4,79.56
6/8/2012,79.71,79.73,79.12,79.46
6/7/2012,79.3,79.79,79.21,79.71
6/6/2012,78.74,79.39,78.61,79.31
6/5/2012,78.35,78.95,78.11,78.74
6/4/2012,78.07,78.42,77.99,78.36
6/3/2012,78.09,78.23,78.06,78.08
6/1/2012,78.55,78.65,77.66,78.01
5/31/2012,78.98,78.99,78.21,78.55
5/30/2012,79.53,79.56,78.87,78.98
5/29/2012,79.58,79.64,79.38,79.53
5/28/2012,79.61,79.63,79.34,79.58
5/27/2012,79.71,79.73,79.55,79.61
5/25/2012,79.67,79.82,79.5,79.68
5/24/2012,79.46,79.69,79.34,79.68
5/23/2012,80.01,80.06,79.22,79.45
5/22/2012,79.42,80.15,79.3,80.01
5/21/2012,79.18,79.45,79.13,79.42
5/20/2012,79.12,79.25,79.11,79.18
5/18/2012,79.42,79.46,79,79.02
5/17/2012,80.37,80.38,79.14,79.42
5/16/2012,80.31,80.55,80.2,80.37
5/15/2012,79.87,80.33,79.81,80.31
5/14/2012,80.03,80.19,79.69,79.87
5/13/2012,79.99,80.05,79.9,80.03
5/11/2012,79.9,79.99,79.73,79.94
5/10/2012,79.71,80.02,79.61,79.88
5/9/2012,79.88,79.94,79.44,79.72
5/8/2012,79.93,80.08,79.71,79.88
5/7/2012,79.83,79.99,79.73,79.93
5/6/2012,79.85,79.89,79.65,79.83
5/4/2012,80.23,80.39,79.8,79.85
5/3/2012,80.14,80.55,80.11,80.23
5/2/2012,80.23,80.61,80.06,80.14
5/1/2012,79.94,80.3,79.64,80.23
4/30/2012,80.36,80.37,79.74,79.94
4/29/2012,80.26,80.39,80.26,80.36
4/27/2012,81.07,81.44,80.22,80.27
4/26/2012,81.32,81.42,80.67,81.07
4/25/2012,81.4,81.69,81.08,81.32
4/24/2012,81.09,81.44,80.86,81.4
4/23/2012,81.6,81.6,80.97,81.09
4/22/2012,81.52,81.67,81.5,81.6
4/20/2012,81.63,81.78,81.48,81.52
4/19/2012,81.32,81.74,81.27,81.63
4/18/2012,81.06,81.56,81.01,81.32
4/17/2012,80.41,81.11,80.37,81.06
4/16/2012,80.92,81,80.3,80.41
4/15/2012,80.85,80.96,80.85,80.92
4/13/2012,80.95,81.19,80.83,80.92
4/12/2012,81,81.13,80.74,80.94
4/11/2012,80.68,81.12,80.59,81
4/10/2012,81.65,81.86,80.65,80.68
4/9/2012,81.3,81.67,81.23,81.64
4/8/2012,81.51,81.58,81.2,81.31
4/6/2012,82.22,82.56,81.33,81.64
4/5/2012,82.42,82.45,81.83,82.22
4/4/2012,82.85,82.94,82.1,82.44
4/3/2012,81.63,82.99,81.63,82.85
4/2/2012,82.89,83.3,81.56,81.64
4/1/2012,83.03,83.06,82.76,82.89
3/30/2012,82.29,82.88,81.84,82.87
3/29/2012,82.84,82.87,81.92,82.29
3/28/2012,83.07,83.18,82.61,82.84
3/27/2012,83.02,83.38,82.64,83.07
3/26/2012,82.6,83.03,82.56,83.02
3/25/2012,82.41,82.63,82.38,82.6
3/23/2012,82.53,82.95,81.99,82.35
3/22/2012,83.2,83.47,82.33,82.53
3/21/2012,83.67,84.1,83.14,83.2
3/20/2012,83.38,83.83,83.32,83.67
3/19/2012,83.46,83.57,83.02,83.38
3/18/2012,83.4,83.57,83.37,83.47
3/16/2012,83.5,83.94,83.19,83.44
3/15/2012,83.84,84.18,83.2,83.5
3/14/2012,82.96,83.91,82.96,83.83
3/13/2012,82.38,83.08,81.97,82.96
3/12/2012,82.35,82.43,82.11,82.38
3/11/2012,82.51,82.53,82.36,82.36
3/9/2012,81.6,82.64,81.48,82.48
3/8/2012,81.36,81.73,81.18,81.6
3/7/2012,80.64,81.36,80.59,81.36
3/6/2012,81.53,81.57,80.59,80.64
3/5/2012,81.62,81.79,81.16,81.53
3/4/2012,81.78,81.86,81.55,81.62
3/2/2012,81.09,81.87,81.09,81.8
3/1/2012,81.28,81.32,80.84,81.09
2/29/2012,80.49,81.38,80.26,81.28
2/28/2012,80.47,80.79,80.02,80.48
2/27/2012,81.48,81.49,80.14,80.47
2/26/2012,81.25,81.67,81.25,81.48
2/24/2012,79.94,81.22,79.94,81.2
2/23/2012,80.27,80.34,79.86,79.95
2/22/2012,79.85,80.4,79.78,80.27
2/21/2012,79.62,79.86,79.56,79.85
2/20/2012,79.79,79.79,79.36,79.62
2/19/2012,79.59,79.89,79.58,79.78
2/17/2012,78.83,79.61,78.83,79.56
2/16/2012,78.5,78.96,78.37,78.83
2/15/2012,78.41,78.66,78.18,78.5
2/14/2012,77.52,78.54,77.51,78.41
2/13/2012,77.71,77.78,77.37,77.52
2/12/2012,77.56,77.72,77.56,77.71
2/10/2012,77.66,77.81,77.52,77.61
2/9/2012,77.07,77.73,77.04,77.66
2/8/2012,76.77,77.19,76.72,77.07
2/7/2012,76.57,76.96,76.53,76.77
2/6/2012,76.57,76.8,76.5,76.57
2/5/2012,76.62,76.62,76.54,76.57
2/3/2012,76.18,76.74,76.14,76.61
2/2/2012,76.2,76.24,76.05,76.19
2/1/2012,76.27,76.35,76.02,76.2
1/31/2012,76.38,76.42,76.16,76.27
1/30/2012,76.74,76.78,76.22,76.38
1/29/2012,76.68,76.78,76.68,76.75
1/27/2012,77.47,77.47,76.65,76.69
1/26/2012,77.78,77.81,77.3,77.47
1/25/2012,77.69,78.28,77.56,77.78
1/24/2012,77,77.85,76.96,77.68
